id,Address,Response_Address,Response_X,Response_Y
1,台北市中正區臺北市中正區青島東路25號,,,
2,台北市中正區臺北市中正區汀州路二段1號,,,
3,台北市中正區臺北市中正區汀州路三段211號,,,
4,台北市中正區臺北市中正區金山南路一段82之1號,,,
5,台北市中正區臺北市中正區和平西路一段74號,,,
6,台北市中正區臺北市中正區汀州路三段285號,,,
7,台北市中正區臺北市中正區中華路二段147號,,,
8,台北市中正區臺北市中正區南昌路二段103號,,,
9,台北市中正區臺北市中正區寧波西街45號,,,
10,台北市中正區臺北市中正區羅斯福路三段298號,,,
11,台北市中正區臺北市中正區信陽街11之1號,,,
12,台北市中正區臺北市中正區武昌街一段52號,,,
13,台北市中正區臺北市中正區中華路二段311巷2號,,,
14,台北市中正區臺北市中正區武昌街一段31號,,,
15,台北市中正區臺北市中正區南海路10號,,,
16,台北市中正區臺北市中正區汀州路三段215號,,,
17,台北市中正區臺北市中正區汀州路一段252巷1號,,,
18,台北市中正區臺北市中正區杭州南路一段115號,,,
19,台北市中正區臺北市中正區中華路二段301巷25號,,,
20,台北市中正區臺北市中正區金山南路一段128號,,,
21,台北市中正區臺北市中正區中華路二段303巷3號,,,
22,台北市中正區臺北市中正區南昌路一段59巷2號,,,
23,台北市中正區臺北市中正區羅斯福路三段100號,,,
24,台北市中正區臺北市中正區延平南路163巷4號,,,
25,台北市中正區臺北市中正區武昌街一段36號,,,
26,台北市中正區臺北市中正區南昌路一段104號,,,
27,台北市中正區臺北市中正區漢口街一段85號,,,
28,台北市中正區臺北市中正區中華路二段313巷13號,,,
29,台北市中正區臺北市中正區重慶南路一段44號,,,
30,台北市中正區臺北市中正區忠孝西路一段72之29號,,,
31,台北市中正區臺北市中正區忠孝東路一段80號,,,
32,台北市中正區臺北市中正區重慶南路一段13號,,,
33,台北市中正區臺北市中正區汀州路三段152號,,,
34,台北市中正區臺北市中正區中華路二段107巷3號,,,
35,台北市中正區臺北市中正區忠孝西路一段50之1號,,,
36,台北市中正區臺北市中正區懷寧街76號,,,
37,台北市中正區臺北市中正區羅斯福路四段24巷14之1號,,,
38,台北市中正區臺北市中正區濟南路二段73號,,,
39,台北市中正區臺北市中正區汀州路二段228號,,,
40,台北市中正區臺北市中正區懷寧街12號,,,
41,台北市中正區臺北市中正區同安街60之2號,,,
42,台北市中正區臺北市中正區杭州南路二段72號,,,
43,台北市中正區臺北市中正區濟南路二段63號,,,
44,台北市中正區臺北市中正區羅斯福路二段172之2號,,,
45,台北市中正區臺北市中正區延平南路105號,,,
46,台北市中正區臺北市中正區汀州路二段34號,,,
47,台北市中正區臺北市中正區和平西路二段160號,,,
48,台北市中正區臺北市中正區博愛路128號,,,
49,台北市中正區臺北市中正區牯嶺街13之1號,,,
50,台北市中正區臺北市中正區汀州路一段232號,,,
51,台北市中正區臺北市中正區金山南路一段144號,,,
52,台北市中正區臺北市中正區羅斯福路一段11號,,,
53,台北市中正區臺北市中正區南昌路一段141號,,,
54,台北市中正區臺北市中正區廈門街83號,,,
55,台北市中正區臺北市中正區南昌路二段128號,,,
56,台北市中正區臺北市中正區南昌路一段49號,,,
57,台北市中正區臺北市中正區中華路二段313巷2號,,,
58,台北市中正區臺北市中正區開封街一段115號,,,
59,台北市中正區臺北市中正區羅斯福路四段70號,,,
60,台北市中正區臺北市中正區延平南路199號,,,
61,台北市中正區臺北市中正區漢口街一段130號,,,
62,台北市大同區臺北市大同區昌吉街32號,,,
63,台北市大同區臺北市大同區民權西路144巷13之1號,,,
64,台北市大同區臺北市大同區昌吉街21號,,,
65,台北市大同區臺北市大同區保安街32號,,,
66,台北市大同區臺北市大同區延平北路2段195之1號,,,
67,台北市大同區臺北市大同區延平北路1段152號,,,
68,台北市大同區臺北市大同區重慶北路1段22之13號,,,
69,台北市大同區臺北市大同區華陰街131號,,,
70,台北市大同區臺北市大同區承德路3段231號,,,
71,台北市大同區臺北市大同區重慶北路1段85之1號,,,
72,台北市大同區臺北市大同區昌吉街112號,,,
73,台北市大同區臺北市大同區寧夏路139號,,,
74,台北市大同區臺北市大同區重慶北路二段171號,,,
75,台北市大同區臺北市大同區延平北路四段49號,,,
76,台北市大同區臺北市大同區民生西路252號,,,
77,台北市大同區臺北市大同區民族西路290號,,,
78,台北市大同區臺北市大同區太原路56號,,,
79,台北市大同區臺北市大同區太原路203號,,,
80,台北市大同區臺北市大同區重慶北路一段87號,,,
81,台北市大同區臺北市大同區重慶北路3段282號,,,
82,台北市大同區臺北市大同區延平北路2段150號,,,
83,台北市大同區臺北市大同區赤峰街83號,,,
84,台北市大同區臺北市大同區南京西路236號,,,
