,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10672,,,,10677,,,,13013,,,,13014,,,,10555,,,,10547,,,,10556,,,,13004,,,,13005,,,,13006,,,,19326,,,,10671,,,,10582,,,,10583,,,,10666,,,,10668,,,,010670,,,,010672,,,,010677,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,01,0,51,500,01,0,51,0,01,"1,000",51,0,01,300,51,300,01,0,51,0,01,0,51,500,01,300,51,0,01,0,51,0,01,0,51,0,01,300,51,0,01,300,51,0,01,0,51,0,01,0,51,0,01,0,51,0,01,0,51,500,01,0,51,0,01,300,51,0,01,0,51,500,01,0,51,0
,02,0,52,0,02,300,52,300,02,300,52,0,02,0,52,0,02,0,52,0,02,0,52,0,02,0,52,0,02,300,52,0,02,0,52,300,02,0,52,300,02,0,52,0,02,0,52,500,02,300,52,0,02,0,52,300,02,"1,000",52,0,02,300,52,0,02,0,52,0,02,0,52,0,02,300,52,300
,03,0,53,0,03,300,53,300,03,0,53,0,03,500,53,0,03,500,53,0,03,300,53,300,03,"1,000",53,500,03,300,53,500,03,300,53,"1,000",03,0,53,300,03,"5,000",53,"1,000",03,0,53,0,03,0,53,0,03,0,53,"1,000",03,0,53,0,03,"1,000",53,0,03,"5,000",53,"1,000",03,0,53,0,03,300,53,300
,04,500,54,0,04,0,54,0,04,0,54,300,04,0,54,500,04,300,54,0,04,0,54,500,04,0,54,300,04,0,54,"1,000",04,300,54,0,04,0,54,0,04,0,54,0,04,0,54,0,04,0,54,"1,000",04,0,54,500,04,500,54,0,04,0,54,0,04,0,54,0,04,500,54,0,04,0,54,0
,05,300,55,0,05,0,55,0,05,0,55,500,05,0,55,0,05,0,55,0,05,0,55,0,05,0,55,300,05,0,55,0,05,500,55,300,05,"1,000",55,0,05,500,55,300,05,0,55,300,05,0,55,0,05,0,55,0,05,0,55,0,05,0,55,0,05,500,55,300,05,300,55,0,05,0,55,0
,06,500,56,0,06,0,56,300,06,0,56,0,06,300,56,500,06,0,56,300,06,0,56,"1,000",06,0,56,300,06,500,56,300,06,0,56,300,06,0,56,0,06,0,56,0,06,300,56,0,06,0,56,0,06,500,56,"1,000",06,500,56,500,06,0,56,300,06,0,56,0,06,500,56,0,06,0,56,300
,07,0,57,500,07,0,57,300,07,0,57,"1,000",07,500,57,0,07,0,57,300,07,0,57,500,07,0,57,500,07,0,57,500,07,0,57,0,07,300,57,0,07,500,57,0,07,0,57,0,07,0,57,500,07,0,57,500,07,300,57,0,07,300,57,0,07,500,57,0,07,0,57,500,07,0,57,300
,08,0,58,0,08,0,58,0,08,500,58,0,08,0,58,0,08,500,58,0,08,500,58,0,08,0,58,0,08,0,58,0,08,300,58,0,08,0,58,0,08,"1,000",58,0,08,0,58,"1,000",08,300,58,0,08,0,58,"1,000",08,500,58,300,08,"2,000",58,300,08,"1,000",58,0,08,"5,000",58,0,08,0,58,0
,09,"5,000",59,300,09,300,59,300,09,0,59,0,09,0,59,300,09,0,59,500,09,0,59,0,09,0,59,0,09,0,59,0,09,0,59,0,09,0,59,0,09,0,59,0,09,0,59,0,09,500,59,0,09,300,59,0,09,"1,000",59,0,09,500,59,0,09,0,59,0,09,0,59,300,09,300,59,300
,10,0,60,0,10,0,60,0,10,0,60,0,10,0,60,0,10,0,60,"1,000",10,0,60,0,10,0,60,0,10,0,60,0,10,0,60,0,10,0,60,500,10,0,60,0,10,0,60,300,10,300,60,0,10,0,60,0,10,500,60,0,10,300,60,0,10,0,60,0,10,0,60,0,10,0,60,0
,11,0,61,500,11,300,61,0,11,300,61,"2,000",11,0,61,0,11,500,61,0,11,0,61,300,11,300,61,0,11,300,61,0,11,"1,000",61,"1,000",11,300,61,0,11,0,61,0,11,300,61,0,11,0,61,500,11,500,61,0,11,0,61,0,11,0,61,0,11,0,61,0,11,0,61,500,11,300,61,0
,12,0,62,300,12,500,62,0,12,300,62,0,12,"1,000",62,0,12,0,62,500,12,300,62,0,12,0,62,0,12,0,62,0,12,300,62,0,12,0,62,0,12,0,62,500,12,0,62,0,12,0,62,0,12,0,62,0,12,0,62,0,12,0,62,0,12,0,62,500,12,0,62,300,12,500,62,0
,13,0,63,0,13,500,63,0,13,500,63,0,13,0,63,0,13,0,63,300,13,500,63,0,13,0,63,0,13,0,63,0,13,300,63,0,13,0,63,0,13,500,63,0,13,0,63,500,13,500,63,300,13,300,63,0,13,300,63,"1,000",13,300,63,300,13,500,63,0,13,0,63,0,13,500,63,0
,14,500,64,300,14,500,64,"1,000",14,0,64,0,14,"1,000",64,0,14,300,64,0,14,0,64,0,14,"1,000",64,500,14,0,64,0,14,500,64,0,14,0,64,0,14,0,64,300,14,300,64,0,14,0,64,300,14,0,64,0,14,0,64,0,14,"1,000",64,"1,000",14,0,64,300,14,500,64,300,14,500,64,"1,000"
,15,"1,000",65,0,15,0,65,0,15,0,65,300,15,0,65,0,15,0,65,0,15,0,65,0,15,0,65,0,15,300,65,300,15,0,65,0,15,500,65,500,15,0,65,0,15,0,65,500,15,0,65,0,15,0,65,300,15,0,65,0,15,"1,000",65,0,15,0,65,0,15,"1,000",65,0,15,0,65,0
,16,500,66,0,16,500,66,0,16,"1,000",66,0,16,0,66,0,16,0,66,0,16,300,66,300,16,0,66,0,16,0,66,300,16,"1,000",66,500,16,0,66,0,16,0,66,300,16,0,66,500,16,300,66,300,16,0,66,0,16,0,66,0,16,0,66,500,16,0,66,300,16,500,66,0,16,500,66,0
,17,0,67,"1,000",17,0,67,0,17,0,67,0,17,500,67,500,17,0,67,500,17,0,67,500,17,0,67,0,17,0,67,"2,000",17,0,67,500,17,0,67,0,17,500,67,0,17,0,67,0,17,500,67,"1,000",17,0,67,300,17,500,67,0,17,300,67,0,17,500,67,0,17,0,67,"1,000",17,0,67,0
,18,0,68,0,18,0,68,0,18,300,68,0,18,0,68,500,18,"1,000",68,0,18,0,68,300,18,0,68,500,18,0,68,500,18,0,68,"1,000",18,0,68,500,18,0,68,500,18,300,68,"1,000",18,0,68,300,18,300,68,0,18,0,68,300,18,0,68,0,18,0,68,500,18,0,68,0,18,0,68,0
,19,0,69,0,19,0,69,300,19,0,69,0,19,0,69,0,19,"1,000",69,500,19,0,69,0,19,0,69,300,19,300,69,0,19,0,69,0,19,0,69,0,19,0,69,0,19,300,69,0,19,0,69,0,19,0,69,0,19,0,69,0,19,0,69,500,19,0,69,0,19,0,69,0,19,0,69,300
,20,0,70,300,20,0,70,0,20,0,70,0,20,300,70,0,20,300,70,500,20,0,70,500,20,0,70,0,20,0,70,0,20,0,70,0,20,0,70,0,20,0,70,0,20,0,70,0,20,"1,000",70,0,20,0,70,0,20,300,70,0,20,0,70,0,20,0,70,0,20,0,70,300,20,0,70,0
,21,0,71,0,21,"1,000",71,500,21,0,71,0,21,0,71,0,21,0,71,0,21,0,71,0,21,0,71,0,21,300,71,"1,000",21,500,71,0,21,300,71,0,21,300,71,500,21,0,71,0,21,500,71,500,21,0,71,0,21,0,71,"2,000",21,0,71,0,21,300,71,500,21,0,71,0,21,"1,000",71,500
,22,300,72,0,22,0,72,0,22,0,72,0,22,0,72,0,22,300,72,0,22,"1,000",72,500,22,500,72,500,22,0,72,0,22,300,72,0,22,0,72,0,22,0,72,0,22,500,72,300,22,0,72,0,22,0,72,0,22,0,72,500,22,0,72,0,22,0,72,0,22,300,72,0,22,0,72,0
,23,300,73,300,23,"1,000",73,0,23,300,73,"1,000",23,300,73,0,23,0,73,0,23,0,73,"1,000",23,0,73,0,23,0,73,0,23,0,73,"1,000",23,500,73,300,23,"1,000",73,0,23,300,73,0,23,0,73,0,23,0,73,300,23,0,73,300,23,0,73,0,23,"1,000",73,0,23,300,73,300,23,"1,000",73,0
,24,0,74,0,24,0,74,0,24,0,74,0,24,0,74,0,24,0,74,0,24,0,74,0,24,0,74,"1,000",24,0,74,0,24,300,74,0,24,500,74,500,24,0,74,0,24,0,74,500,24,300,74,0,24,0,74,500,24,300,74,300,24,500,74,500,24,0,74,0,24,0,74,0,24,0,74,0
,25,"1,000",75,0,25,0,75,500,25,0,75,0,25,0,75,500,25,0,75,500,25,0,75,"1,000",25,300,75,0,25,500,75,300,25,0,75,0,25,500,75,0,25,0,75,300,25,0,75,0,25,300,75,300,25,0,75,0,25,500,75,0,25,0,75,0,25,0,75,300,25,"1,000",75,0,25,0,75,500
,26,300,76,300,26,0,76,300,26,300,76,0,26,0,76,0,26,0,76,0,26,500,76,500,26,0,76,300,26,0,76,0,26,0,76,"1,000",26,300,76,0,26,0,76,0,26,300,76,0,26,"1,000",76,0,26,500,76,0,26,0,76,0,26,0,76,300,26,0,76,0,26,300,76,300,26,0,76,300
,27,300,77,500,27,0,77,0,27,0,77,"1,000",27,"1,000",77,0,27,"1,000",77,0,27,300,77,0,27,0,77,0,27,300,77,0,27,0,77,0,27,"1,000",77,0,27,0,77,0,27,0,77,500,27,0,77,0,27,500,77,0,27,0,77,0,27,0,77,300,27,0,77,0,27,300,77,500,27,0,77,0
,28,0,78,500,28,0,78,"1,000",28,0,78,300,28,0,78,0,28,300,78,300,28,0,78,"1,000",28,300,78,300,28,0,78,300,28,0,78,0,28,0,78,0,28,0,78,0,28,0,78,300,28,0,78,0,28,0,78,500,28,0,78,0,28,0,78,300,28,0,78,0,28,0,78,500,28,0,78,"1,000"
,29,0,79,0,29,0,79,0,29,0,79,300,29,0,79,0,29,500,79,0,29,0,79,0,29,0,79,0,29,500,79,0,29,500,79,300,29,0,79,300,29,500,79,"2,000",29,"1,000",79,0,29,0,79,0,29,0,79,300,29,0,79,500,29,0,79,0,29,300,79,"2,000",29,0,79,0,29,0,79,0
,30,0,80,0,30,0,80,0,30,300,80,0,30,0,80,0,30,0,80,0,30,0,80,0,30,500,80,300,30,0,80,0,30,500,80,0,30,0,80,"1,000",30,0,80,0,30,500,80,0,30,300,80,300,30,500,80,0,30,0,80,0,30,0,80,0,30,0,80,0,30,0,80,0,30,0,80,0
,31,0,81,0,31,500,81,0,31,0,81,500,31,500,81,300,31,300,81,300,31,0,81,300,31,300,81,0,31,0,81,500,31,0,81,300,31,300,81,0,31,0,81,"1,000",31,0,81,300,31,0,81,0,31,300,81,0,31,500,81,0,31,500,81,300,31,0,81,"1,000",31,0,81,0,31,500,81,0
,32,0,82,0,32,0,82,0,32,0,82,300,32,0,82,0,32,"2,000",82,0,32,0,82,0,32,0,82,0,32,0,82,0,32,300,82,500,32,0,82,0,32,0,82,0,32,0,82,"1,000",32,0,82,"5,000",32,0,82,0,32,500,82,"1,000",32,0,82,0,32,0,82,0,32,0,82,0,32,0,82,0
,33,300,83,0,33,"1,000",83,500,33,0,83,500,33,500,83,300,33,0,83,0,33,500,83,300,33,"2,000",83,0,33,0,83,0,33,0,83,0,33,"1,000",83,0,33,300,83,500,33,0,83,500,33,300,83,0,33,300,83,0,33,0,83,0,33,500,83,0,33,300,83,500,33,300,83,0,33,"1,000",83,500
,34,0,84,0,34,0,84,0,34,0,84,0,34,0,84,0,34,0,84,0,34,0,84,0,34,0,84,500,34,500,84,300,34,0,84,0,34,0,84,0,34,0,84,0,34,300,84,0,34,0,84,300,34,300,84,300,34,0,84,0,34,300,84,0,34,0,84,0,34,0,84,0,34,0,84,0
,35,0,85,"2,000",35,"1,000",85,0,35,500,85,0,35,0,85,0,35,0,85,0,35,300,85,0,35,0,85,0,35,0,85,"1,000",35,0,85,500,35,300,85,300,35,0,85,0,35,500,85,0,35,0,85,0,35,0,85,0,35,300,85,0,35,500,85,500,35,0,85,0,35,0,85,"2,000",35,"1,000",85,0
,36,0,86,0,36,0,86,0,36,"1,000",86,300,36,0,86,300,36,0,86,300,36,0,86,0,36,500,86,0,36,0,86,0,36,500,86,0,36,0,86,500,36,0,86,0,36,0,86,0,36,0,86,0,36,"1,000",86,0,36,300,86,0,36,"1,000",86,0,36,0,86,0,36,0,86,0,36,0,86,0
,37,500,87,0,37,300,87,0,37,300,87,0,37,0,87,300,37,0,87,"1,000",37,0,87,0,37,0,87,0,37,0,87,0,37,0,87,0,37,0,87,500,37,0,87,300,37,"1,000",87,0,37,0,87,0,37,"1,000",87,0,37,0,87,0,37,0,87,500,37,0,87,300,37,500,87,0,37,300,87,0
,38,"1,000",88,"1,000",38,0,88,0,38,0,88,0,38,0,88,0,38,300,88,300,38,0,88,500,38,"1,000",88,0,38,500,88,0,38,0,88,0,38,0,88,0,38,500,88,0,38,300,88,0,38,0,88,300,38,300,88,0,38,0,88,300,38,0,88,0,38,500,88,0,38,"1,000",88,"1,000",38,0,88,0
,39,0,89,500,39,300,89,0,39,0,89,500,39,"1,000",89,0,39,"1,000",89,0,39,"1,000",89,0,39,0,89,0,39,0,89,500,39,500,89,0,39,"1,000",89,0,39,300,89,0,39,"1,000",89,500,39,500,89,500,39,300,89,300,39,0,89,300,39,0,89,0,39,300,89,0,39,0,89,500,39,300,89,0
