id,Address,Response_Address,Response_X,Response_Y
1,臺北市文山區興隆路二段220巷15號1樓,臺北市文山區興業里4鄰興隆路二段220巷15號,121.552494,25.000861
2,臺北市文山區羅斯福路五段287號1樓,臺北市文山區萬祥里4鄰羅斯福路五段287號,121.539693,25.000686
3,臺北市文山區木柵路二段217號1樓,臺北市文山區木柵里25鄰木柵路二段217號,121.564233,24.988703
4,臺北市文山區景興路33號1樓,臺北市文山區興福里2鄰景興路33號,121.544845,24.997492
5,臺北市文山區木新路三段371號1樓,臺北市文山區樟新里10鄰木新路三段371號,121.555235,24.980194
6,臺北市文山區木柵路一段148號1樓,臺北市文山區華興里13鄰木柵路一段148號,121.55176,24.987615
7,臺北市文山區興隆路三段78號1樓,臺北市文山區興得里12鄰興隆路三段78號,121.556505,24.999804
8,臺北市文山區木柵路二段78號1樓,臺北市文山區明義里7鄰木柵路二段78號,121.559678,24.988631
9,臺北市文山區羅斯福路六段267號,臺北市文山區景華里2鄰羅斯福路六段267號,121.54141,24.994879
10,臺北市文山區木新路三段278巷6號1樓,臺北市文山區樟文里9鄰木新路三段278巷6號,121.558006,24.981788
11,臺北市文山區景中街10號,臺北市文山區景行里8鄰景中街10號,121.541563,24.992792
12,臺北市文山區木新路三段232巷6弄14號1樓,臺北市文山區樟文里7鄰木新路三段232巷6弄14號,121.559614,24.981932
13,臺北市文山區興隆路一段224號,臺北市文山區萬有里7鄰興隆路一段224號,121.543781,24.999642
14,臺北市文山區興隆路二段143號1樓,臺北市文山區興邦里1鄰興隆路二段143號,121.548265,25.000288
15,臺北市文山區景文街41號1樓,臺北市文山區景行里8鄰景文街41號,121.541437,24.992068
16,臺北市文山區羅斯福路六段403號1樓之6,臺北市文山區景行里2鄰羅斯福路六段403號,121.540634,24.991821
17,臺北市文山區景興路117號,臺北市文山區景東里12鄰景興路117號,121.544816,24.994814
18,臺北市文山區興隆路二段220巷31弄5號,臺北市文山區興業里4鄰興隆路二段220巷31弄5號,121.552775,25.000416
19,臺北市文山區興隆路四段76之1號1樓,臺北市文山區樟樹里14鄰興隆路四段76之1號,121.561617,24.983955
20,臺北市文山區木柵路二段26號1樓,臺北市文山區明義里7鄰木柵路二段26號,121.558813,24.98864
21,臺北市文山區景中街13號,臺北市文山區景華里1鄰景中街13號,121.541895,24.993036
22,臺北市文山區興隆路二段213號1樓,臺北市文山區興邦里7鄰興隆路二段213號,121.550087,25.001086
23,臺北市文山區興隆路三段39號1樓,臺北市文山區興光里7鄰興隆路三段39號,121.555683,25.000513
24,臺北市文山區羅斯福路五段132號1樓,臺北市文山區萬年里5鄰羅斯福路五段132號,121.538783,25.005956
25,臺北市文山區木柵路三段109號1樓,臺北市文山區木柵里3鄰木柵路三段109號,121.568133,24.988924
26,臺北市文山區景興路175號1樓,臺北市文山區景東里3鄰景興路175號,121.544501,24.992948
27,臺北市文山區保儀路41號1樓,臺北市文山區木新里3鄰保儀路41號,121.568692,24.987815
28,臺北市文山區羅斯福路五段218巷6弄2號,臺北市文山區萬隆里1鄰羅斯福路五段218巷6弄2號,121.538197,25.002209
29,臺北市文山區指南路一段40號(1樓),臺北市文山區木新里10鄰指南路一段40號,121.569837,24.987601
30,臺北市文山區仙岩路10號,臺北市文山區興安里19鄰仙岩路10號,121.548205,24.99838
31,臺北市文山區羅斯福路五段218巷11號,臺北市文山區萬隆里4鄰羅斯福路五段218巷11號,121.538101,25.002026
32,臺北市文山區景文街95號1樓,臺北市文山區景行里9鄰景文街95號,121.541355,24.990969
33,臺北市文山區指南路一段21號,臺北市文山區木新里3鄰指南路一段21號,121.569286,24.987711
34,臺北市文山區木新路二段217號,臺北市文山區樟腳里1鄰木新路二段217號,121.567665,24.983491
35,臺北市文山區木柵路三段53號1樓,臺北市文山區木柵里8鄰木柵路三段53號,121.566314,24.988659
36,臺北市文山區景文街101號,臺北市文山區景行里9鄰景文街101號,121.541321,24.990832
37,臺北市文山區木新路三段196號,臺北市文山區樟樹里1鄰木新路三段196號,121.560216,24.981693
38,臺北市文山區興隆路三段43號,臺北市文山區興光里7鄰興隆路三段43號,121.555809,25.000447
39,臺北市文山區木新路二段291號1樓,臺北市文山區樟腳里6鄰木新路二段291號,121.565558,24.982762
40,臺北市文山區木柵路一段258號,臺北市文山區華興里26鄰木柵路一段258號,121.554295,24.987981
41,臺北市文山區忠順街一段26巷11弄2號1樓,臺北市文山區樟樹里3鄰忠順街一段26巷11弄2號,121.55961,24.982927
42,臺北市文山區景興路133號,臺北市文山區景東里11鄰景興路133號,121.544804,24.994329
43,臺北市文山區興隆路四段72之1號1樓,臺北市文山區樟樹里13鄰興隆路四段72之1號,121.561663,24.984185
44,臺北市文山區羅斯福路五段275號(1樓),臺北市文山區萬祥里4鄰羅斯福路五段275號,121.539616,25.000883
45,臺北市文山區興隆路四段54之1號1樓,臺北市文山區樟林里30鄰興隆路四段54之1號,121.560936,24.9862
46,臺北市文山區木新路三段59號1樓,臺北市文山區樟腳里2鄰木新路三段59號,121.563871,24.982324
47,新北市鶯歌區建國路246號1樓,新北市鶯歌區南鶯里24鄰建國路246號,121.347945,24.953557
48,新北市鶯歌區光明街195號1樓,新北市鶯歌區建國里14鄰光明街195號,121.34314,24.955684
49,新北市鶯歌區鶯桃路431號,新北市鶯歌區鳳祥里15鄰鶯桃路431號,121.332448,24.965083
50,新北市鶯歌區尖山路143號1樓,新北市鶯歌區尖山里12鄰尖山路143號,121.346605,24.948447
51,新北市鶯歌區建國路117號,新北市鶯歌區南鶯里14鄰建國路117號,121.351895,24.953896
52,新北市鶯歌區南雅路457號1樓,新北市鶯歌區建國里17鄰南雅路457號,121.346334,24.95411
53,新北市鶯歌區國華路35號1樓,新北市鶯歌區建國里12鄰國華路35號,121.342962,24.955552
54,新北市鶯歌區鶯桃路149號1樓,新北市鶯歌區永昌里5鄰鶯桃路149號,121.337563,24.954923
55,新北市鶯歌區中正一路74號,新北市鶯歌區中鶯里4鄰中正一路74號,121.352405,24.954246
56,新北市鶯歌區尖山路258巷1號,新北市鶯歌區尖山里5鄰尖山路258巷1號,121.342262,24.946404
57,新北市鶯歌區大湖路399號,新北市鶯歌區大湖里24鄰大湖路399號,121.330879,24.979192
58,新北市鶯歌區鶯桃路608號,新北市鶯歌區鳳鳴里19鄰鶯桃路608號,121.330088,24.968492
59,新北市鶯歌區建國路234號1樓,新北市鶯歌區南鶯里24鄰建國路234號,121.348258,24.953583
60,新北市鶯歌區國慶街173號,新北市鶯歌區南鶯里16鄰國慶街173號,121.351367,24.952859
61,新北市鶯歌區中正一路72號,新北市鶯歌區中鶯里4鄰中正一路72號,121.352412,24.954205
62,新北市鶯歌區中正一路123號,新北市鶯歌區西鶯里2鄰中正一路123號,121.352076,24.955781
63,新北市鶯歌區建國路227號,新北市鶯歌區南鶯里20鄰建國路227號,121.348614,24.95341
